	8K_800X_NOCOMPRESS_LARGE
    SID, USERNAME  , TYPE, STATISTIC                                                 ,         DELTA, HDELTA/SEC,    %TIME, GRAPH       , NUM_WAITS,  WAITS/SEC,   AVERAGES                                    
     58, CAPSTONE  , STAT, session cursor cache hits                                 ,            43,       2.92,         ,             ,          ,           ,         40 softparses avoided thanks to cursor cache
     58, CAPSTONE  , STAT, session cursor cache count                                ,             1,        .07,         ,             ,          ,           ,        .02 per execution
     58, CAPSTONE  , STAT, cursor authentications                                    ,             1,        .07,         ,             ,          ,           ,        .02 per execution
     58, CAPSTONE  , STAT, buffer is pinned count                                    ,             8,        .54,         ,             ,          ,           ,        .03 % buffer gets avoided thanks to buffer pin caching
     58, CAPSTONE  , STAT, buffer is not pinned count                                ,           121,       8.21,         ,             ,          ,           ,       2.69 per execution
     58, CAPSTONE  , STAT, workarea executions - optimal                             ,             7,        .48,         ,             ,          ,           ,        .16 per execution
     58, CAPSTONE  , STAT, parse time cpu                                            ,             1,        .07,         ,             ,          ,           ,       10ms total parse time CPU
     58, CAPSTONE  , STAT, parse time elapsed                                        ,             1,        .07,         ,             ,          ,           ,       10ms total parse time elapsed
     58, CAPSTONE  , STAT, parse count (total)                                       ,             3,         .2,         ,             ,          ,           ,         .6 softparses per hardparse
     58, CAPSTONE  , STAT, parse count (hard)                                        ,             5,        .34,         ,             ,          ,           ,        .11 per execution
     58, CAPSTONE  , STAT, execute count                                             ,            45,       3.05,         ,             ,          ,           ,         15 executions per parse
     58, CAPSTONE  , STAT, bytes sent via SQL*Net to client                          ,          4504,     305.72,         ,             ,          ,           ,      900.8 bytes per roundtrip
     58, CAPSTONE  , STAT, bytes received via SQL*Net from client                    ,           386,       26.2,         ,             ,          ,           ,       77.2 bytes per roundtrip
     58, CAPSTONE  , STAT, SQL*Net roundtrips to/from client                         ,             5,        .34,         ,             ,          ,           ,        .11 per execution
     58, CAPSTONE  , STAT, sorts (memory)                                            ,             7,        .48,         ,             ,          ,           ,        .16 per execution
     58, CAPSTONE  , STAT, sorts (rows)                                              ,            13,        .88,         ,             ,          ,           ,        .29 per execution
     58, CAPSTONE  , TIME, hard parse elapsed time                                   ,         11351,   770.47us,      .1%, [          ],          ,           , 
     58, CAPSTONE  , TIME, repeated bind elapsed time                                ,           129,     8.76us,      .0%, [          ],          ,           , 
     58, CAPSTONE  , TIME, parse time elapsed                                        ,         11790,   800.27us,      .1%, [          ],          ,           , 
     58, CAPSTONE  , TIME, DB CPU                                                    ,       2120460,   143.93ms,    14.4%, [@@        ],          ,           , 
     58, CAPSTONE  , TIME, sql execute elapsed time                                  ,       5026988,   341.22ms,    34.1%, [####      ],          ,           , 
     58, CAPSTONE  , TIME, DB time                                                   ,       5032596,    341.6ms,    34.2%, [####      ],          ,           ,       1.32 % unaccounted time
     58, CAPSTONE  , WAIT, Disk file operations I/O                                  ,            29,     1.97us,      .0%, [          ],         1,        .07,       29us average wait
     58, CAPSTONE  , WAIT, db file sequential read                                   ,         88267,     5.99ms,      .6%, [W         ],        16,       1.09,     5.52ms average wait
     58, CAPSTONE  , WAIT, db file scattered read                                    ,          1603,   108.81us,      .0%, [          ],         5,        .34,    320.6us average wait
     58, CAPSTONE  , WAIT, direct path read                                          ,       2813435,   190.97ms,    19.1%, [WW        ],       224,       15.2,    12.56ms average wait
     58, CAPSTONE  , WAIT, SQL*Net message to client                                 ,            57,     3.87us,      .0%, [          ],         5,        .34,     11.4us average wait
     58, CAPSTONE  , WAIT, SQL*Net message from client                               ,       9505635,   645.21ms,    64.5%, [WWWWWWW   ],         5,        .34,       1.9s average wait
     58, CAPSTONE  , WAIT, events in waitclass Other                                 ,           327,     22.2us,      .0%, [          ],        27,       1.83,    12.11us average wait
 
	32K_800X_SORT_LARGE
    SID, USERNAME  , TYPE, STATISTIC                                                 ,         DELTA, HDELTA/SEC,    %TIME, GRAPH       , NUM_WAITS,  WAITS/SEC,   AVERAGES                                    
     58, CAPSTONE  , STAT, Requests to/from client                                   ,             5,        .33,         ,             ,          ,           ,        .11 per execution
     58, CAPSTONE  , STAT, opened cursors cumulative                                 ,            45,          3,         ,             ,          ,           ,          1 per execution
     58, CAPSTONE  , STAT, opened cursors current                                    ,            -1,       -.07,         ,             ,          ,           ,         -1 actual value in end of snapshot
     58, CAPSTONE  , STAT, user calls                                                ,             8,        .53,         ,             ,          ,           ,        .18 per execution
     58, CAPSTONE  , STAT, recursive calls                                           ,            65,       4.34,         ,             ,          ,           ,   153.85us recursive CPU per recursive call
     58, CAPSTONE  , STAT, recursive cpu usage                                       ,             1,        .07,         ,             ,          ,           ,       10ms total recursive CPU usage
     58, CAPSTONE  , STAT, session logical reads                                     ,          6951,     463.63,         ,             ,          ,           ,      6.96k total buffer visits
     58, CAPSTONE  , STAT, CPU used when call started                                ,             1,        .07,         ,             ,          ,           ,       10ms total CPU used when call started
     58, CAPSTONE  , STAT, CPU used by this session                                  ,           210,      14.01,         ,             ,          ,           ,       2.1s total CPU used by this session
     58, CAPSTONE  , STAT, DB time                                                   ,           415,      27.68,         ,             ,          ,           ,       9.22 per execution
     58, CAPSTONE  , STAT, user I/O wait time                                        ,           203,      13.54,         ,             ,          ,           ,       4.51 per execution
     58, CAPSTONE  , STAT, non-idle wait time                                        ,           202,      13.47,         ,             ,          ,           ,       4.49 per execution
     58, CAPSTONE  , STAT, non-idle wait count                                       ,           139,       9.27,         ,             ,          ,           ,       3.09 per execution
     58, CAPSTONE  , STAT, process last non-idle time                                ,            57,        3.8,         ,             ,          ,           ,       1.27 per execution
     58, CAPSTONE  , STAT, session uga memory max                                    ,       1167960,      77.9k,         ,             ,          ,           ,      1.17M actual value in end of snapshot
     58, CAPSTONE  , STAT, enqueue requests                                          ,             5,        .33,         ,             ,          ,           ,        .11 per execution
     58, CAPSTONE  , STAT, enqueue releases                                          ,             5,        .33,         ,             ,          ,           ,        .11 per execution
     58, CAPSTONE  , STAT, physical read total IO requests                           ,           109,       7.27,         ,             ,          ,           ,      2.03M bytes per request
     58, CAPSTONE  , STAT, physical read total multi block requests                  ,            91,       6.07,         ,             ,          ,           ,         18 total single block read requests
     58, CAPSTONE  , STAT, physical read total bytes                                 ,     221773824,     14.79M,         ,             ,          ,           ,      4.93M per execution
     58, CAPSTONE  , STAT, cell physical IO interconnect bytes                       ,     221773824,     14.79M,         ,             ,          ,           ,      4.93M per execution
     58, CAPSTONE  , STAT, db block gets                                             ,             7,        .47,         ,             ,          ,           ,        .16 per execution
     58, CAPSTONE  , STAT, db block gets from cache                                  ,             7,        .47,         ,             ,          ,           ,        .16 per execution
     58, CAPSTONE  , STAT, db block gets from cache (fastpath)                       ,             7,        .47,         ,             ,          ,           ,        .16 per execution
     58, CAPSTONE  , STAT, consistent gets                                           ,          6944,     463.16,         ,             ,          ,           ,     154.31 per execution
     58, CAPSTONE  , STAT, consistent gets from cache                                ,           190,      12.67,         ,             ,          ,           ,       4.22 per execution
     58, CAPSTONE  , STAT, consistent gets pin                                       ,           121,       8.07,         ,             ,          ,           ,       2.69 per execution
     58, CAPSTONE  , STAT, consistent gets pin (fastpath)                            ,           107,       7.14,         ,             ,          ,           ,       2.38 per execution
     58, CAPSTONE  , STAT, consistent gets examination                               ,            69,        4.6,         ,             ,          ,           ,       1.53 per execution
     58, CAPSTONE  , STAT, consistent gets examination (fastpath)                    ,            65,       4.34,         ,             ,          ,           ,       1.44 per execution
     58, CAPSTONE  , STAT, consistent gets direct                                    ,          6754,     450.49,         ,             ,          ,           ,     150.09 per execution
     58, CAPSTONE  , STAT, logical read bytes from cache                             ,       2351104,    156.82k,         ,             ,          ,           ,     52.25k per execution
     58, CAPSTONE  , STAT, physical reads                                            ,          6777,     452.02,         ,             ,          ,           ,      150.6 per execution
     58, CAPSTONE  , STAT, physical reads cache                                      ,            23,       1.53,         ,             ,          ,           ,        .51 per execution
     58, CAPSTONE  , STAT, physical reads direct                                     ,          6754,     450.49,         ,             ,          ,           ,     150.09 per execution
     58, CAPSTONE  , STAT, physical read IO requests                                 ,           109,       7.27,         ,             ,          ,           ,      2.03M bytes per request
     58, CAPSTONE  , STAT, physical read bytes                                       ,     221773824,     14.79M,         ,             ,          ,           ,      4.93M per execution
     58, CAPSTONE  , STAT, free buffer requested                                     ,            23,       1.53,         ,             ,          ,           ,        .51 per execution
     58, CAPSTONE  , STAT, physical reads cache prefetch                             ,             5,        .33,         ,             ,          ,           ,        .11 per execution
     58, CAPSTONE  , STAT, shared hash latch upgrades - no wait                      ,             7,        .47,         ,             ,          ,           ,        .16 per execution
     58, CAPSTONE  , STAT, calls to kcmgcs                                           ,            23,       1.53,         ,             ,          ,           ,        .51 per execution
     58, CAPSTONE  , STAT, calls to get snapshot scn: kcmgss                         ,            51,        3.4,         ,             ,          ,           ,       1.13 per execution
     58, CAPSTONE  , STAT, file io service time                                      ,           998,      66.57,         ,             ,          ,           ,     9.16us bad guess of IO service time per IO request
     58, CAPSTONE  , STAT, file io wait time                                         ,       2020580,    134.77k,         ,             ,          ,           ,    18.54ms bad guess of IO wait time per IO request
     58, CAPSTONE  , STAT, Number of read IOs issued                                 ,            91,       6.07,         ,             ,          ,           ,       2.02 per execution
     58, CAPSTONE  , STAT, no work - consistent read gets                            ,          6846,     456.62,         ,             ,          ,           ,     152.13 per execution
     58, CAPSTONE  , STAT, table scans (short tables)                                ,             5,        .33,         ,             ,          ,           ,        .11 per execution
     58, CAPSTONE  , STAT, table scans (long tables)                                 ,             1,        .07,         ,             ,          ,           ,        .02 per execution
     58, CAPSTONE  , STAT, table scans (direct read)                                 ,             1,        .07,         ,             ,          ,           ,        .02 per execution
     58, CAPSTONE  , STAT, table scan rows gotten                                    ,      10014056,    667.93k,         ,             ,          ,           ,    222.53k per execution
     58, CAPSTONE  , STAT, table scan disk non-IMC rows gotten                       ,      10014056,    667.93k,         ,             ,          ,           ,    222.53k per execution
     58, CAPSTONE  , STAT, table scan blocks gotten                                  ,          6791,     452.96,         ,             ,          ,           ,     150.91 per execution
     58, CAPSTONE  , STAT, table fetch by rowid                                      ,            26,       1.73,         ,             ,          ,           ,        .58 per execution
     58, CAPSTONE  , STAT, cluster key scans                                         ,            11,        .73,         ,             ,          ,           ,        .24 per execution
     58, CAPSTONE  , STAT, cluster key scan block gets                               ,            11,        .73,         ,             ,          ,           ,        .24 per execution
     58, CAPSTONE  , STAT, rows fetched via callback                                 ,             5,        .33,         ,             ,          ,           ,        .11 per execution
     58, CAPSTONE  , STAT, index fetch by key                                        ,            21,        1.4,         ,             ,          ,           ,        .47 per execution
     58, CAPSTONE  , STAT, index scans kdiixs1                                       ,            22,       1.47,         ,             ,          ,           ,        .49 per execution
     58, CAPSTONE  , STAT, CCursor + sql area evicted                                ,             2,        .13,         ,             ,          ,           ,        .04 per execution
     58, CAPSTONE  , STAT, session cursor cache hits                                 ,            43,       2.87,         ,             ,          ,           ,         40 softparses avoided thanks to cursor cache
     58, CAPSTONE  , STAT, session cursor cache count                                ,            -1,       -.07,         ,             ,          ,           ,       -.02 per execution
     58, CAPSTONE  , STAT, cursor authentications                                    ,             1,        .07,         ,             ,          ,           ,        .02 per execution
     58, CAPSTONE  , STAT, buffer is pinned count                                    ,             8,        .53,         ,             ,          ,           ,        .11 % buffer gets avoided thanks to buffer pin caching
     58, CAPSTONE  , STAT, buffer is not pinned count                                ,           121,       8.07,         ,             ,          ,           ,       2.69 per execution
     58, CAPSTONE  , STAT, workarea executions - optimal                             ,             7,        .47,         ,             ,          ,           ,        .16 per execution
     58, CAPSTONE  , STAT, parse time cpu                                            ,             1,        .07,         ,             ,          ,           ,       10ms total parse time CPU
     58, CAPSTONE  , STAT, parse time elapsed                                        ,             2,        .13,         ,             ,          ,           ,       20ms total parse time elapsed
     58, CAPSTONE  , STAT, parse count (total)                                       ,             3,         .2,         ,             ,          ,           ,         .6 softparses per hardparse
     58, CAPSTONE  , STAT, parse count (hard)                                        ,             5,        .33,         ,             ,          ,           ,        .11 per execution
     58, CAPSTONE  , STAT, execute count                                             ,            45,          3,         ,             ,          ,           ,         15 executions per parse
     58, CAPSTONE  , STAT, bytes sent via SQL*Net to client                          ,          4504,     300.41,         ,             ,          ,           ,      900.8 bytes per roundtrip
     58, CAPSTONE  , STAT, bytes received via SQL*Net from client                    ,           396,      26.41,         ,             ,          ,           ,       79.2 bytes per roundtrip
     58, CAPSTONE  , STAT, SQL*Net roundtrips to/from client                         ,             5,        .33,         ,             ,          ,           ,        .11 per execution
     58, CAPSTONE  , STAT, sorts (memory)                                            ,             7,        .47,         ,             ,          ,           ,        .16 per execution
     58, CAPSTONE  , STAT, sorts (rows)                                              ,            13,        .87,         ,             ,          ,           ,        .29 per execution
     58, CAPSTONE  , TIME, hard parse elapsed time                                   ,         26966,      1.8ms,      .2%, [          ],          ,           , 
     58, CAPSTONE  , TIME, repeated bind elapsed time                                ,            43,     2.87us,      .0%, [          ],          ,           , 
     58, CAPSTONE  , TIME, parse time elapsed                                        ,         27450,     1.83ms,      .2%, [          ],          ,           , 
     58, CAPSTONE  , TIME, DB CPU                                                    ,       2100068,   140.07ms,    14.0%, [@@        ],          ,           , 
     58, CAPSTONE  , TIME, sql execute elapsed time                                  ,       4153160,   277.01ms,    27.7%, [###       ],          ,           , 
     58, CAPSTONE  , TIME, DB time                                                   ,       4158753,   277.39ms,    27.7%, [###       ],          ,           ,      -5.66 % unaccounted time
     58, CAPSTONE  , WAIT, db file sequential read                                   ,         45157,     3.01ms,      .3%, [          ],        14,        .93,     3.23ms average wait
     58, CAPSTONE  , WAIT, db file scattered read                                    ,         24916,     1.66ms,      .2%, [          ],         4,        .27,     6.23ms average wait
     58, CAPSTONE  , WAIT, direct path read                                          ,       1953710,   130.31ms,    13.0%, [WW        ],        91,       6.07,    21.47ms average wait
     58, CAPSTONE  , WAIT, SQL*Net message to client                                 ,            19,     1.27us,      .0%, [          ],         5,        .33,      3.8us average wait
     58, CAPSTONE  , WAIT, SQL*Net message from client                               ,      11682099,   779.19ms,    77.9%, [WWWWWWWW  ],         5,        .33,      2.34s average wait
     58, CAPSTONE  , WAIT, events in waitclass Other                                 ,           755,    50.36us,      .0%, [          ],        25,       1.67,     30.2us average wait
 
	PC_8K_800X_SORT_LARGE
    SID, USERNAME  , TYPE, STATISTIC                                                 ,         DELTA, HDELTA/SEC,    %TIME, GRAPH       , NUM_WAITS,  WAITS/SEC,   AVERAGES                                    
     58, CAPSTONE  , STAT, Requests to/from client                                   ,             5,        .33,         ,             ,          ,           ,        .18 per execution
     58, CAPSTONE  , STAT, opened cursors cumulative                                 ,            28,       1.87,         ,             ,          ,           ,          1 per execution
     58, CAPSTONE  , STAT, opened cursors current                                    ,            -1,       -.07,         ,             ,          ,           ,         -1 actual value in end of snapshot
     58, CAPSTONE  , STAT, user calls                                                ,             7,        .47,         ,             ,          ,           ,        .25 per execution
     58, CAPSTONE  , STAT, recursive calls                                           ,            39,       2.61,         ,             ,          ,           ,   256.41us recursive CPU per recursive call
     58, CAPSTONE  , STAT, recursive cpu usage                                       ,             1,        .07,         ,             ,          ,           ,       10ms total recursive CPU usage
     58, CAPSTONE  , STAT, session logical reads                                     ,         29069,      1.94k,         ,             ,          ,           ,     29.07k total buffer visits
     58, CAPSTONE  , STAT, CPU used by this session                                  ,           175,       11.7,         ,             ,          ,           ,      1.75s total CPU used by this session
     58, CAPSTONE  , STAT, DB time                                                   ,           581,      38.85,         ,             ,          ,           ,      20.75 per execution
     58, CAPSTONE  , STAT, user I/O wait time                                        ,           393,      26.28,         ,             ,          ,           ,      14.04 per execution
     58, CAPSTONE  , STAT, non-idle wait time                                        ,           392,      26.21,         ,             ,          ,           ,         14 per execution
     58, CAPSTONE  , STAT, non-idle wait count                                       ,           261,      17.45,         ,             ,          ,           ,       9.32 per execution
     58, CAPSTONE  , STAT, process last non-idle time                                ,            50,       3.34,         ,             ,          ,           ,       1.79 per execution
     58, CAPSTONE  , STAT, enqueue requests                                          ,             2,        .13,         ,             ,          ,           ,        .07 per execution
     58, CAPSTONE  , STAT, enqueue releases                                          ,             2,        .13,         ,             ,          ,           ,        .07 per execution
     58, CAPSTONE  , STAT, physical read total IO requests                           ,           247,      16.52,         ,             ,          ,           ,    960.62k bytes per request
     58, CAPSTONE  , STAT, physical read total multi block requests                  ,           227,      15.18,         ,             ,          ,           ,         20 total single block read requests
     58, CAPSTONE  , STAT, physical read total bytes                                 ,     237273088,     15.87M,         ,             ,          ,           ,      8.47M per execution
     58, CAPSTONE  , STAT, cell physical IO interconnect bytes                       ,     237273088,     15.87M,         ,             ,          ,           ,      8.47M per execution
     58, CAPSTONE  , STAT, db block gets                                             ,             4,        .27,         ,             ,          ,           ,        .14 per execution
     58, CAPSTONE  , STAT, db block gets from cache                                  ,             4,        .27,         ,             ,          ,           ,        .14 per execution
     58, CAPSTONE  , STAT, db block gets from cache (fastpath)                       ,             4,        .27,         ,             ,          ,           ,        .14 per execution
     58, CAPSTONE  , STAT, consistent gets                                           ,         29065,      1.94k,         ,             ,          ,           ,      1.04k per execution
     58, CAPSTONE  , STAT, consistent gets from cache                                ,           112,       7.49,         ,             ,          ,           ,          4 per execution
     58, CAPSTONE  , STAT, consistent gets pin                                       ,            68,       4.55,         ,             ,          ,           ,       2.43 per execution
     58, CAPSTONE  , STAT, consistent gets pin (fastpath)                            ,            62,       4.15,         ,             ,          ,           ,       2.21 per execution
     58, CAPSTONE  , STAT, consistent gets examination                               ,            44,       2.94,         ,             ,          ,           ,       1.57 per execution
     58, CAPSTONE  , STAT, consistent gets examination (fastpath)                    ,            39,       2.61,         ,             ,          ,           ,       1.39 per execution
     58, CAPSTONE  , STAT, consistent gets direct                                    ,         28953,      1.94k,         ,             ,          ,           ,      1.03k per execution
     58, CAPSTONE  , STAT, logical read bytes from cache                             ,        950272,     63.55k,         ,             ,          ,           ,     33.94k per execution
     58, CAPSTONE  , STAT, physical reads                                            ,         28964,      1.94k,         ,             ,          ,           ,      1.03k per execution
     58, CAPSTONE  , STAT, physical reads cache                                      ,            11,        .74,         ,             ,          ,           ,        .39 per execution
     58, CAPSTONE  , STAT, physical reads direct                                     ,         28953,      1.94k,         ,             ,          ,           ,      1.03k per execution
     58, CAPSTONE  , STAT, physical read IO requests                                 ,           247,      16.52,         ,             ,          ,           ,    960.62k bytes per request
     58, CAPSTONE  , STAT, physical read bytes                                       ,     237273088,     15.87M,         ,             ,          ,           ,      8.47M per execution
     58, CAPSTONE  , STAT, free buffer requested                                     ,            11,        .74,         ,             ,          ,           ,        .39 per execution
     58, CAPSTONE  , STAT, shared hash latch upgrades - no wait                      ,             6,         .4,         ,             ,          ,           ,        .21 per execution
     58, CAPSTONE  , STAT, calls to kcmgcs                                           ,            13,        .87,         ,             ,          ,           ,        .46 per execution
     58, CAPSTONE  , STAT, calls to get snapshot scn: kcmgss                         ,            32,       2.14,         ,             ,          ,           ,       1.14 per execution
     58, CAPSTONE  , STAT, file io service time                                      ,          1210,      80.91,         ,             ,          ,           ,      4.9us bad guess of IO service time per IO request
     58, CAPSTONE  , STAT, file io wait time                                         ,       3920614,    262.18k,         ,             ,          ,           ,    15.87ms bad guess of IO wait time per IO request
     58, CAPSTONE  , STAT, Number of read IOs issued                                 ,           236,      15.78,         ,             ,          ,           ,       8.43 per execution
     58, CAPSTONE  , STAT, no work - consistent read gets                            ,         29005,      1.94k,         ,             ,          ,           ,      1.04k per execution
     58, CAPSTONE  , STAT, table scans (short tables)                                ,             2,        .13,         ,             ,          ,           ,        .07 per execution
     58, CAPSTONE  , STAT, table scans (long tables)                                 ,             1,        .07,         ,             ,          ,           ,        .04 per execution
     58, CAPSTONE  , STAT, table scans (direct read)                                 ,             1,        .07,         ,             ,          ,           ,        .04 per execution
     58, CAPSTONE  , STAT, table scan rows gotten                                    ,      10000778,    668.77k,         ,             ,          ,           ,    357.17k per execution
     58, CAPSTONE  , STAT, table scan disk non-IMC rows gotten                       ,      10000778,    668.77k,         ,             ,          ,           ,    357.17k per execution
     58, CAPSTONE  , STAT, table scan blocks gotten                                  ,         28967,      1.94k,         ,             ,          ,           ,      1.03k per execution
     58, CAPSTONE  , STAT, table fetch by rowid                                      ,            18,        1.2,         ,             ,          ,           ,        .64 per execution
     58, CAPSTONE  , STAT, cluster key scans                                         ,             7,        .47,         ,             ,          ,           ,        .25 per execution
     58, CAPSTONE  , STAT, cluster key scan block gets                               ,             7,        .47,         ,             ,          ,           ,        .25 per execution
     58, CAPSTONE  , STAT, rows fetched via callback                                 ,             3,         .2,         ,             ,          ,           ,        .11 per execution
     58, CAPSTONE  , STAT, index fetch by key                                        ,            13,        .87,         ,             ,          ,           ,        .46 per execution
     58, CAPSTONE  , STAT, index scans kdiixs1                                       ,            15,          1,         ,             ,          ,           ,        .54 per execution
     58, CAPSTONE  , STAT, CCursor + sql area evicted                                ,             2,        .13,         ,             ,          ,           ,        .07 per execution
     58, CAPSTONE  , STAT, session cursor cache hits                                 ,            27,       1.81,         ,             ,          ,           ,         26 softparses avoided thanks to cursor cache
     58, CAPSTONE  , STAT, session cursor cache count                                ,             2,        .13,         ,             ,          ,           ,        .07 per execution
     58, CAPSTONE  , STAT, buffer is pinned count                                    ,             4,        .27,         ,             ,          ,           ,        .01 % buffer gets avoided thanks to buffer pin caching
     58, CAPSTONE  , STAT, buffer is not pinned count                                ,            78,       5.22,         ,             ,          ,           ,       2.79 per execution
     58, CAPSTONE  , STAT, workarea executions - optimal                             ,             5,        .33,         ,             ,          ,           ,        .18 per execution
     58, CAPSTONE  , STAT, parse time cpu                                            ,             1,        .07,         ,             ,          ,           ,       10ms total parse time CPU
     58, CAPSTONE  , STAT, parse time elapsed                                        ,             1,        .07,         ,             ,          ,           ,       10ms total parse time elapsed
     58, CAPSTONE  , STAT, parse count (total)                                       ,             1,        .07,         ,             ,          ,           ,         .5 softparses per hardparse
     58, CAPSTONE  , STAT, parse count (hard)                                        ,             2,        .13,         ,             ,          ,           ,        .07 per execution
     58, CAPSTONE  , STAT, execute count                                             ,            28,       1.87,         ,             ,          ,           ,         28 executions per parse
     58, CAPSTONE  , STAT, bytes sent via SQL*Net to client                          ,          4504,     301.19,         ,             ,          ,           ,      900.8 bytes per roundtrip
     58, CAPSTONE  , STAT, bytes received via SQL*Net from client                    ,           297,      19.86,         ,             ,          ,           ,       59.4 bytes per roundtrip
     58, CAPSTONE  , STAT, SQL*Net roundtrips to/from client                         ,             5,        .33,         ,             ,          ,           ,        .18 per execution
     58, CAPSTONE  , STAT, sorts (memory)                                            ,             4,        .27,         ,             ,          ,           ,        .14 per execution
     58, CAPSTONE  , STAT, sorts (rows)                                              ,             9,         .6,         ,             ,          ,           ,        .32 per execution
     58, CAPSTONE  , TIME, hard parse elapsed time                                   ,          9839,   657.95us,      .1%, [          ],          ,           , 
     58, CAPSTONE  , TIME, parse time elapsed                                        ,         10145,   678.41us,      .1%, [          ],          ,           , 
     58, CAPSTONE  , TIME, DB CPU                                                    ,       1750670,   117.07ms,    11.7%, [@@        ],          ,           , 
     58, CAPSTONE  , TIME, sql execute elapsed time                                  ,       5806176,   388.27ms,    38.8%, [####      ],          ,           , 
     58, CAPSTONE  , TIME, DB time                                                   ,       5809159,   388.47ms,    38.8%, [####      ],          ,           ,       3.82 % unaccounted time
     58, CAPSTONE  , WAIT, db file sequential read                                   ,           194,    12.97us,      .0%, [          ],        11,        .74,    17.64us average wait
     58, CAPSTONE  , WAIT, direct path read                                          ,       3926299,   262.56ms,    26.3%, [WWW       ],       236,      15.78,    16.64ms average wait
     58, CAPSTONE  , WAIT, SQL*Net message to client                                 ,            21,      1.4us,      .0%, [          ],         5,        .33,      4.2us average wait
     58, CAPSTONE  , WAIT, SQL*Net message from client                               ,       8572979,   573.29ms,    57.3%, [WWWWWW    ],         5,        .33,      1.71s average wait
     58, CAPSTONE  , WAIT, events in waitclass Other                                 ,           413,    27.62us,      .0%, [          ],         9,         .6,    45.89us average wait
 
	PC_8K_800X_SORT_NORM_LARGE
    SID, USERNAME  , TYPE, STATISTIC                                                 ,         DELTA, HDELTA/SEC,    %TIME, GRAPH       , NUM_WAITS,  WAITS/SEC,   AVERAGES                                    
     58, CAPSTONE  , STAT, Requests to/from client                                   ,             5,        .32,         ,             ,          ,           ,        .06 per execution
     58, CAPSTONE  , STAT, opened cursors cumulative                                 ,            87,       5.65,         ,             ,          ,           ,          1 per execution
     58, CAPSTONE  , STAT, opened cursors current                                    ,            -1,       -.06,         ,             ,          ,           ,         -1 actual value in end of snapshot
     58, CAPSTONE  , STAT, user calls                                                ,             7,        .45,         ,             ,          ,           ,        .08 per execution
     58, CAPSTONE  , STAT, recursive calls                                           ,           162,      10.52,         ,             ,          ,           ,   185.19us recursive CPU per recursive call
     58, CAPSTONE  , STAT, recursive cpu usage                                       ,             3,        .19,         ,             ,          ,           ,       30ms total recursive CPU usage
     58, CAPSTONE  , STAT, session logical reads                                     ,         29076,      1.89k,         ,             ,          ,           ,     29.08k total buffer visits
     58, CAPSTONE  , STAT, CPU used by this session                                  ,           155,      10.07,         ,             ,          ,           ,      1.55s total CPU used by this session
     58, CAPSTONE  , STAT, DB time                                                   ,           361,      23.44,         ,             ,          ,           ,       4.15 per execution
     58, CAPSTONE  , STAT, user I/O wait time                                        ,           209,      13.57,         ,             ,          ,           ,        2.4 per execution
     58, CAPSTONE  , STAT, non-idle wait time                                        ,           209,      13.57,         ,             ,          ,           ,        2.4 per execution
     58, CAPSTONE  , STAT, non-idle wait count                                       ,           279,      18.12,         ,             ,          ,           ,       3.21 per execution
     58, CAPSTONE  , STAT, process last non-idle time                                ,            63,       4.09,         ,             ,          ,           ,        .72 per execution
     58, CAPSTONE  , STAT, session pga memory                                        ,        -65536,     -4.26k,         ,             ,          ,           ,    -65.54k actual value in end of snapshot
     58, CAPSTONE  , STAT, enqueue requests                                          ,            15,        .97,         ,             ,          ,           ,        .17 per execution
     58, CAPSTONE  , STAT, enqueue releases                                          ,            15,        .97,         ,             ,          ,           ,        .17 per execution
     58, CAPSTONE  , STAT, physical read total IO requests                           ,           256,      16.62,         ,             ,          ,           ,    921.22k bytes per request
     58, CAPSTONE  , STAT, physical read total multi block requests                  ,           226,      14.68,         ,             ,          ,           ,         30 total single block read requests
     58, CAPSTONE  , STAT, physical read total bytes                                 ,     235831296,     15.31M,         ,             ,          ,           ,      2.71M per execution
     58, CAPSTONE  , STAT, cell physical IO interconnect bytes                       ,     235831296,     15.31M,         ,             ,          ,           ,      2.71M per execution
     58, CAPSTONE  , STAT, db block gets                                             ,             4,        .26,         ,             ,          ,           ,        .05 per execution
     58, CAPSTONE  , STAT, db block gets from cache                                  ,             4,        .26,         ,             ,          ,           ,        .05 per execution
     58, CAPSTONE  , STAT, db block gets from cache (fastpath)                       ,             4,        .26,         ,             ,          ,           ,        .05 per execution
     58, CAPSTONE  , STAT, consistent gets                                           ,         29072,      1.89k,         ,             ,          ,           ,     334.16 per execution
     58, CAPSTONE  , STAT, consistent gets from cache                                ,           313,      20.33,         ,             ,          ,           ,        3.6 per execution
     58, CAPSTONE  , STAT, consistent gets pin                                       ,           215,      13.96,         ,             ,          ,           ,       2.47 per execution
     58, CAPSTONE  , STAT, consistent gets pin (fastpath)                            ,           200,      12.99,         ,             ,          ,           ,        2.3 per execution
     58, CAPSTONE  , STAT, consistent gets examination                               ,            98,       6.36,         ,             ,          ,           ,       1.13 per execution
     58, CAPSTONE  , STAT, consistent gets examination (fastpath)                    ,            92,       5.97,         ,             ,          ,           ,       1.06 per execution
     58, CAPSTONE  , STAT, consistent gets direct                                    ,         28759,      1.87k,         ,             ,          ,           ,     330.56 per execution
     58, CAPSTONE  , STAT, logical read bytes from cache                             ,       2596864,    168.63k,         ,             ,          ,           ,     29.85k per execution
